Dyad,Player,Round,objectAsked,objectReceived
58645-94940,58645334229734,11,XOL,-
58645-94940,58645334229734,11,XOL,-
58645-94940,949408972082315,11,ZAB,-
58645-94940,58645334229734,11,ZAB,-
58645-94940,949408972082315,11,XOL,-
58645-94940,58645334229734,11,ZAB,-
58645-94940,58645334229734,11,ZAB,-
58645-94940,58645334229734,11,XOL,-
58645-94940,58645334229734,12,ZAB,-
58645-94940,58645334229734,12,DUP,-
58645-94940,58645334229734,12,XOL,-
58645-94940,58645334229734,12,DUP,-
58645-94940,58645334229734,12,ZAB,-
58645-94940,58645334229734,12,XOL,-
58645-94940,58645334229734,12,ZAB,-
58645-94940,58645334229734,12,ZAB,-
58645-94940,58645334229734,12,XOL,-
58645-94940,58645334229734,12,XOL,-
58645-94940,58645334229734,12,XOL,-
58645-94940,58645334229734,12,XOL,-
58645-94940,949408972082315,12,XOL,-
58645-94940,58645334229734,12,ZAB,-
58645-94940,949408972082315,12,XOL,-
58645-94940,58645334229734,12,XOL,-
58645-94940,58645334229734,12,ZAB,-
58645-94940,58645334229734,12,XOL,-
58645-94940,58645334229734,12,XOL,-
58645-94940,58645334229734,12,ZAB,-
58645-94940,58645334229734,12,ZAB,-
58645-94940,58645334229734,12,DUP,-
58645-94940,58645334229734,12,ZAB,-
58645-94940,58645334229734,12,DUP,-
58645-94940,949408972082315,12,XOL,-
58645-94940,949408972082315,12,XOL,-
58645-94940,949408972082315,12,XOL,-
58645-94940,58645334229734,12,ZAB,-
58645-94940,949408972082315,12,DUP,-
58645-94940,58645334229734,12,ZAB,-
58645-94940,949408972082315,12,DUP,-
58645-94940,58645334229734,12,ZAB,-
58645-94940,58645334229734,12,ZAB,-
58645-94940,58645334229734,12,XOL,-
58645-94940,58645334229734,12,XOL,-
58645-94940,58645334229734,12,XOL,-
58645-94940,58645334229734,12,ZAB,-
58645-94940,58645334229734,12,XOL,-
58645-94940,58645334229734,12,ZAB,-
58645-94940,949408972082315,12,DUP,-
58645-94940,58645334229734,12,ZAB,-
58645-94940,58645334229734,12,ZAB,-
58645-94940,949408972082315,13,DUP,-
58645-94940,949408972082315,13,ZAB,-
58645-94940,949408972082315,13,XOL,-
58645-94940,949408972082315,13,XOL,-
58645-94940,949408972082315,13,XOL,-
58645-94940,58645334229734,13,XOL,-
58645-94940,58645334229734,13,ZAB,-
58645-94940,58645334229734,13,XOL,-
58645-94940,58645334229734,13,DUP,-
58645-94940,58645334229734,13,XOL,-
58645-94940,58645334229734,13,XOL,-
58645-94940,58645334229734,13,ZAB,-
58645-94940,58645334229734,13,DUP,-
58645-94940,58645334229734,13,ZAB,-
58645-94940,58645334229734,13,XOL,-
58645-94940,58645334229734,13,DUP,-
58645-94940,58645334229734,13,XOL,-
58645-94940,58645334229734,13,ZAB,-
58645-94940,58645334229734,13,DUP,-
58645-94940,58645334229734,13,XOL,-
58645-94940,58645334229734,13,ZAB,-
58645-94940,58645334229734,13,DUP,-
58645-94940,58645334229734,13,XOL,-
58645-94940,58645334229734,13,XOL,-
58645-94940,58645334229734,13,DUP,-
58645-94940,58645334229734,13,ZAB,-
58645-94940,58645334229734,13,ZAB,-
58645-94940,58645334229734,13,ZAB,-
58645-94940,58645334229734,13,XOL,-
58645-94940,58645334229734,13,ZAB,-
58645-94940,58645334229734,13,DUP,-
58645-94940,58645334229734,13,DUP,-
58645-94940,58645334229734,13,ZAB,-
58645-94940,949408972082315,13,DUP,-
58645-94940,949408972082315,13,XOL,-
58645-94940,58645334229734,13,XOL,-
58645-94940,58645334229734,13,DUP,-
58645-94940,58645334229734,13,ZAB,-
58645-94940,58645334229734,13,ZAB,-
58645-94940,58645334229734,13,XOL,-
58645-94940,58645334229734,13,DUP,-
58645-94940,58645334229734,13,DUP,-
58645-94940,58645334229734,14,DUP,-
58645-94940,58645334229734,14,DUP,-
58645-94940,58645334229734,14,DUP,-
58645-94940,58645334229734,14,ZAB,-
58645-94940,58645334229734,14,XOL,-
58645-94940,58645334229734,14,ZAB,-
58645-94940,58645334229734,14,DUP,-
58645-94940,58645334229734,14,DUP,-
58645-94940,58645334229734,14,ZAB,-
58645-94940,58645334229734,14,ZAB,-
58645-94940,58645334229734,14,XOL,-
58645-94940,58645334229734,14,ZAB,-
58645-94940,58645334229734,14,DUP,-
58645-94940,58645334229734,14,ZAB,-
58645-94940,949408972082315,14,XOL,-
58645-94940,949408972082315,14,XOL,-
58645-94940,949408972082315,14,ZAB,-
58645-94940,58645334229734,14,XOL,-
58645-94940,58645334229734,14,XOL,-
58645-94940,58645334229734,14,XOL,-
58645-94940,58645334229734,14,DUP,-
58645-94940,58645334229734,14,ZAB,-
58645-94940,58645334229734,14,ZAB,-
58645-94940,58645334229734,14,ZAB,-
58645-94940,58645334229734,14,ZAB,-
58645-94940,58645334229734,14,ZAB,-
58645-94940,58645334229734,14,DUP,-
58645-94940,58645334229734,14,XOL,-
58645-94940,58645334229734,14,XOL,-
58645-94940,949408972082315,14,ZAB,-
58645-94940,949408972082315,14,ZAB,-
58645-94940,949408972082315,14,ZAB,-
58645-94940,949408972082315,14,ZAB,-
58645-94940,949408972082315,14,ZAB,-
58645-94940,58645334229734,15,ZAB,-
58645-94940,58645334229734,15,XOL,-
58645-94940,58645334229734,15,ZAB,-
58645-94940,949408972082315,15,ZAB,-
58645-94940,58645334229734,15,XOL,-
58645-94940,949408972082315,15,ZAB,-
58645-94940,58645334229734,15,DUP,-
58645-94940,949408972082315,15,ZAB,-
58645-94940,58645334229734,15,DUP,-
58645-94940,949408972082315,15,ZAB,-
58645-94940,58645334229734,15,ZAB,-
58645-94940,58645334229734,15,DUP,-
58645-94940,58645334229734,15,DUP,-
58645-94940,58645334229734,15,XOL,-
58645-94940,58645334229734,15,ZAB,-
58645-94940,58645334229734,15,DUP,-
58645-94940,58645334229734,15,XOL,-
58645-94940,58645334229734,15,ZAB,-
58645-94940,58645334229734,15,ZAB,-
58645-94940,58645334229734,15,DUP,-
58645-94940,58645334229734,15,XOL,-
58645-94940,58645334229734,15,ZAB,-
58645-94940,58645334229734,15,XOL,-
58645-94940,58645334229734,15,ZAB,-
58645-94940,58645334229734,15,DUP,-
58645-94940,949408972082315,15,ZAB,-
58645-94940,58645334229734,15,DUP,-
58645-94940,949408972082315,15,ZAB,-
58645-94940,949408972082315,15,DUP,-
58645-94940,58645334229734,15,ZAB,-
58645-94940,58645334229734,15,ZAB,-
58645-94940,58645334229734,15,ZAB,-
58645-94940,58645334229734,15,DUP,-
58645-94940,58645334229734,15,XOL,-
58645-94940,58645334229734,15,DUP,-
58645-94940,58645334229734,15,DUP,-
58645-94940,58645334229734,15,XOL,-
58645-94940,58645334229734,15,XOL,-
58645-94940,58645334229734,15,ZAB,-
58645-94940,58645334229734,15,DUP,-
58645-94940,949408972082315,15,DUP,-
58645-94940,58645334229734,15,XOL,-
58645-94940,58645334229734,15,XOL,-
58645-94940,58645334229734,15,ZAB,-
58645-94940,58645334229734,15,DUP,-
58645-94940,58645334229734,15,XOL,-
58645-94940,58645334229734,15,ZAB,-
58645-94940,58645334229734,15,XOL,-
58645-94940,58645334229734,15,XOL,-
58645-94940,58645334229734,15,DUP,-
58645-94940,58645334229734,15,DUP,-
58645-94940,58645334229734,15,DUP,-
58645-94940,58645334229734,15,ZAB,-
67650-83225,832258063687708,1,DUP,-
67650-83225,832258063687708,2,XOL,-
67650-83225,832258063687708,3,XOL,-
67650-83225,832258063687708,3,ZAB,-
67650-83225,832258063687708,3,XOL,Otro-A-B-VP-HI
67650-83225,832258063687708,3,DUP,Xol
67650-83225,832258063687708,3,XOL,-
67650-83225,832258063687708,4,DUP,-
67650-83225,832258063687708,4,XOL,-
67650-83225,832258063687708,4,DUP,-
67650-83225,832258063687708,4,XOL,-
67650-83225,832258063687708,5,XOL,-
67650-83225,676509723803711,5,DUP,Dup
67650-83225,676509723803711,5,XOL,Otro-A-B-VP-HI
67650-83225,676509723803711,5,DUP,Otro-R-G-VP-HI
67650-83225,676509723803711,5,DUP,-
67650-83225,676509723803711,5,XOL,Ignorar
67650-83225,676509723803711,5,DUP,Ignorar
67650-83225,832258063687708,5,DUP,-
67650-83225,832258063687708,5,ZAB,-
67650-83225,832258063687708,6,XOL,-
67650-83225,676509723803711,6,XOL,-
67650-83225,676509723803711,6,ZAB,-
67650-83225,676509723803711,6,DUP,-
67650-83225,676509723803711,6,DUP,-
67650-83225,676509723803711,6,ZAB,-
67650-83225,676509723803711,6,ZAB,-
67650-83225,676509723803711,6,XOL,Otro-R-B-VP-HI
67650-83225,676509723803711,6,DUP,Ignorar
67650-83225,676509723803711,6,ZAB,Ignorar
67650-83225,676509723803711,6,XOL,Otro-A-B-VP-HI
67650-83225,676509723803711,6,DUP,-
67650-83225,676509723803711,6,XOL,-
67650-83225,676509723803711,6,ZAB,-
67650-83225,676509723803711,6,XOL,Ignorar
67650-83225,832258063687708,6,ZAB,-
67650-83225,676509723803711,7,DUP,-
67650-83225,676509723803711,7,ZAB,-
67650-83225,676509723803711,7,ZAB,-
67650-83225,676509723803711,7,DUP,-
67650-83225,676509723803711,7,XOL,-
67650-83225,676509723803711,7,DUP,-
67650-83225,676509723803711,7,XOL,-
67650-83225,676509723803711,7,XOL,-
67650-83225,676509723803711,7,XOL,-
67650-83225,676509723803711,7,ZAB,-
67650-83225,832258063687708,7,XOL,-
67650-83225,832258063687708,7,XOL,-
67650-83225,832258063687708,7,XOL,-
67650-83225,832258063687708,7,ZAB,-
67650-83225,832258063687708,7,XOL,-
67650-83225,832258063687708,7,ZAB,-
67650-83225,832258063687708,7,XOL,-
67650-83225,676509723803711,7,ZAB,-
67650-83225,676509723803711,7,ZAB,-
67650-83225,676509723803711,7,XOL,-
67650-83225,676509723803711,7,XOL,-
67650-83225,676509723803711,7,XOL,-
67650-83225,832258063687708,8,ZAB,-
67650-83225,832258063687708,8,XOL,-
67650-83225,832258063687708,8,ZAB,-
67650-83225,676509723803711,8,DUP,-
67650-83225,676509723803711,8,XOL,-
67650-83225,676509723803711,8,XOL,-
67650-83225,676509723803711,8,XOL,-
67650-83225,676509723803711,8,DUP,-
67650-83225,832258063687708,8,ZAB,-
67650-83225,832258063687708,8,XOL,-
67650-83225,676509723803711,8,XOL,-
67650-83225,676509723803711,8,XOL,-
67650-83225,676509723803711,8,XOL,-
67650-83225,676509723803711,8,ZAB,-
67650-83225,676509723803711,8,XOL,-
67650-83225,676509723803711,8,ZAB,-
67650-83225,832258063687708,9,DUP,-
67650-83225,832258063687708,9,DUP,-
67650-83225,832258063687708,9,XOL,-
67650-83225,832258063687708,9,ZAB,-
67650-83225,676509723803711,9,DUP,-
67650-83225,676509723803711,9,XOL,-
67650-83225,676509723803711,9,XOL,-
67650-83225,832258063687708,9,DUP,-
67650-83225,832258063687708,9,ZAB,-
67650-83225,832258063687708,9,ZAB,-
67650-83225,832258063687708,9,ZAB,-
67650-83225,832258063687708,9,DUP,-
67650-83225,676509723803711,9,DUP,-
67650-83225,676509723803711,9,XOL,-
67650-83225,676509723803711,9,DUP,-
67650-83225,676509723803711,9,ZAB,-
67650-83225,832258063687708,10,XOL,-
67650-83225,832258063687708,10,XOL,-
67650-83225,832258063687708,10,ZAB,-
67650-83225,676509723803711,10,XOL,-
67650-83225,676509723803711,10,XOL,-
67650-83225,676509723803711,10,XOL,-
67650-83225,676509723803711,10,DUP,-
67650-83225,676509723803711,10,DUP,-
67650-83225,832258063687708,10,XOL,-
67650-83225,832258063687708,10,XOL,-
67650-83225,832258063687708,10,DUP,-
67650-83225,676509723803711,10,XOL,-
67650-83225,676509723803711,10,DUP,-
67650-83225,676509723803711,10,XOL,-
67650-83225,676509723803711,10,ZAB,-
67650-83225,832258063687708,10,DUP,-
67650-83225,676509723803711,10,XOL,-
67650-83225,676509723803711,10,DUP,-
67650-83225,676509723803711,10,DUP,-
67650-83225,832258063687708,11,ZAB,-
67650-83225,832258063687708,11,DUP,-
67650-83225,832258063687708,11,XOL,-
67650-83225,832258063687708,11,XOL,-
67650-83225,832258063687708,11,XOL,-
67650-83225,832258063687708,11,XOL,-
67650-83225,832258063687708,11,DUP,-
67650-83225,832258063687708,11,XOL,-
67650-83225,832258063687708,11,XOL,-
67650-83225,832258063687708,11,XOL,-
67650-83225,832258063687708,11,XOL,-
67650-83225,832258063687708,11,ZAB,-
67650-83225,832258063687708,11,XOL,-
67650-83225,832258063687708,11,DUP,-
67650-83225,832258063687708,11,XOL,-
67650-83225,832258063687708,12,ZAB,-
67650-83225,832258063687708,12,ZAB,-
67650-83225,832258063687708,12,ZAB,-
67650-83225,832258063687708,12,ZAB,-
67650-83225,676509723803711,12,XOL,-
67650-83225,676509723803711,12,ZAB,-
67650-83225,676509723803711,12,DUP,-
67650-83225,676509723803711,12,ZAB,-
67650-83225,676509723803711,12,ZAB,-
67650-83225,676509723803711,12,XOL,-
67650-83225,676509723803711,12,ZAB,-
67650-83225,676509723803711,12,DUP,-
67650-83225,676509723803711,12,DUP,-
67650-83225,676509723803711,12,DUP,-
67650-83225,676509723803711,12,ZAB,-
67650-83225,676509723803711,12,XOL,-
67650-83225,676509723803711,12,XOL,-
67650-83225,832258063687708,12,ZAB,-
67650-83225,832258063687708,12,ZAB,-
67650-83225,832258063687708,12,ZAB,-
67650-83225,676509723803711,12,DUP,-
67650-83225,676509723803711,12,XOL,-
67650-83225,676509723803711,12,XOL,-
67650-83225,676509723803711,12,XOL,-
67650-83225,832258063687708,13,XOL,-
67650-83225,832258063687708,13,XOL,-
67650-83225,832258063687708,13,XOL,-
67650-83225,676509723803711,13,XOL,-
67650-83225,676509723803711,13,DUP,-
67650-83225,676509723803711,13,XOL,-
67650-83225,676509723803711,13,ZAB,-
67650-83225,676509723803711,13,DUP,-
67650-83225,676509723803711,13,XOL,-
67650-83225,832258063687708,13,DUP,-
67650-83225,832258063687708,13,DUP,-
67650-83225,832258063687708,13,DUP,-
67650-83225,832258063687708,13,DUP,-
67650-83225,676509723803711,13,ZAB,-
67650-83225,676509723803711,13,DUP,-
67650-83225,676509723803711,13,XOL,-
67650-83225,676509723803711,13,DUP,-
67650-83225,676509723803711,13,ZAB,-
67650-83225,676509723803711,13,ZAB,-
67650-83225,676509723803711,13,XOL,-
67650-83225,832258063687708,14,ZAB,-
67650-83225,832258063687708,14,ZAB,-
67650-83225,832258063687708,14,ZAB,-
67650-83225,832258063687708,14,XOL,-
67650-83225,832258063687708,14,XOL,-
67650-83225,832258063687708,14,DUP,-
67650-83225,832258063687708,14,XOL,-
67650-83225,832258063687708,14,XOL,-
67650-83225,832258063687708,14,ZAB,-
67650-83225,832258063687708,14,DUP,-
67650-83225,832258063687708,14,XOL,-
67650-83225,832258063687708,14,DUP,-
67650-83225,832258063687708,14,XOL,-
67650-83225,832258063687708,14,ZAB,-
67650-83225,832258063687708,15,ZAB,-
67650-83225,832258063687708,15,ZAB,-
67650-83225,832258063687708,15,ZAB,-
67650-83225,676509723803711,15,XOL,-
67650-83225,676509723803711,15,DUP,-
67650-83225,676509723803711,15,DUP,-
67650-83225,676509723803711,15,ZAB,-
67650-83225,832258063687708,15,ZAB,-
67650-83225,832258063687708,15,ZAB,-
67650-83225,832258063687708,15,ZAB,-
67650-83225,832258063687708,15,XOL,-
67650-83225,832258063687708,15,DUP,-
67650-83225,832258063687708,15,DUP,-
67650-83225,832258063687708,15,XOL,-
67650-83225,832258063687708,15,DUP,-
97905-95537,979055358104963,3,ZAB,Otro-A-G-VP-HI
97905-95537,955374253452026,3,DUP,Dup
97905-95537,955374253452026,3,ZAB,-
97905-95537,979055358104963,3,ZAB,-
97905-95537,955374253452026,4,DUP,-
97905-95537,955374253452026,4,ZAB,-
97905-95537,979055358104963,4,ZAB,-
97905-95537,979055358104963,4,ZAB,-
97905-95537,955374253452026,5,ZAB,-
97905-95537,955374253452026,5,DUP,-
97905-95537,979055358104963,5,XOL,-
97905-95537,979055358104963,5,DUP,-
97905-95537,979055358104963,5,DUP,-
97905-95537,979055358104963,5,DUP,-
97905-95537,955374253452026,5,DUP,-
97905-95537,955374253452026,5,XOL,-
97905-95537,955374253452026,5,ZAB,Otro-R-B-VP-HI
97905-95537,955374253452026,5,ZAB,Dup
97905-95537,955374253452026,5,XOL,Dup
97905-95537,955374253452026,6,DUP,-
97905-95537,955374253452026,6,ZAB,-
97905-95537,955374253452026,6,DUP,-
97905-95537,955374253452026,6,DUP,-
97905-95537,955374253452026,6,DUP,-
97905-95537,979055358104963,6,XOL,-
97905-95537,979055358104963,6,DUP,-
97905-95537,979055358104963,6,DUP,-
97905-95537,955374253452026,6,DUP,-
97905-95537,955374253452026,6,ZAB,-
97905-95537,955374253452026,6,XOL,-
97905-95537,955374253452026,6,XOL,-
97905-95537,955374253452026,6,DUP,-
97905-95537,955374253452026,7,DUP,-
97905-95537,979055358104963,7,ZAB,-
97905-95537,955374253452026,7,DUP,-
97905-95537,955374253452026,7,ZAB,-
97905-95537,955374253452026,7,DUP,-
97905-95537,955374253452026,7,DUP,-
97905-95537,955374253452026,7,ZAB,-
97905-95537,955374253452026,7,DUP,-
97905-95537,955374253452026,7,XOL,-
97905-95537,955374253452026,8,DUP,-
97905-95537,955374253452026,8,ZAB,-
97905-95537,955374253452026,8,DUP,-
97905-95537,955374253452026,8,ZAB,-
97905-95537,955374253452026,8,ZAB,-
97905-95537,955374253452026,8,DUP,-
97905-95537,955374253452026,8,DUP,-
97905-95537,979055358104963,8,DUP,-
97905-95537,979055358104963,8,ZAB,-
97905-95537,979055358104963,8,ZAB,-
97905-95537,979055358104963,8,DUP,-
97905-95537,979055358104963,8,ZAB,-
97905-95537,979055358104963,8,XOL,-
97905-95537,979055358104963,8,DUP,-
97905-95537,979055358104963,8,XOL,-
97905-95537,979055358104963,8,DUP,-
97905-95537,955374253452026,9,DUP,-
97905-95537,955374253452026,9,ZAB,-
97905-95537,955374253452026,9,DUP,-
97905-95537,955374253452026,9,ZAB,-
97905-95537,955374253452026,10,DUP,-
97905-95537,955374253452026,10,ZAB,-
97905-95537,979055358104963,10,ZAB,-
97905-95537,979055358104963,10,ZAB,-
97905-95537,979055358104963,10,ZAB,-
97905-95537,979055358104963,10,ZAB,-
97905-95537,979055358104963,10,XOL,-
97905-95537,979055358104963,10,XOL,-
97905-95537,979055358104963,10,DUP,-
97905-95537,955374253452026,10,DUP,-
97905-95537,955374253452026,10,ZAB,-
97905-95537,955374253452026,10,ZAB,-
97905-95537,955374253452026,10,DUP,-
97905-95537,955374253452026,10,XOL,-
97905-95537,979055358104963,10,ZAB,-
97905-95537,979055358104963,10,ZAB,-
97905-95537,979055358104963,10,ZAB,-
97905-95537,955374253452026,11,ZAB,-
97905-95537,955374253452026,11,ZAB,-
97905-95537,955374253452026,11,DUP,-
97905-95537,955374253452026,11,ZAB,-
97905-95537,955374253452026,11,DUP,-
97905-95537,955374253452026,11,ZAB,-
97905-95537,979055358104963,11,DUP,-
97905-95537,955374253452026,11,XOL,-
97905-95537,955374253452026,11,DUP,-
97905-95537,955374253452026,11,DUP,-
97905-95537,955374253452026,11,DUP,-
97905-95537,979055358104963,11,XOL,-
97905-95537,955374253452026,11,ZAB,-
97905-95537,979055358104963,11,XOL,-
97905-95537,955374253452026,11,DUP,-
97905-95537,955374253452026,11,ZAB,-
97905-95537,979055358104963,11,XOL,-
97905-95537,955374253452026,12,DUP,-
97905-95537,955374253452026,12,ZAB,-
97905-95537,955374253452026,12,XOL,-
97905-95537,955374253452026,12,ZAB,-
97905-95537,955374253452026,12,DUP,-
97905-95537,979055358104963,12,XOL,-
97905-95537,955374253452026,12,XOL,-
97905-95537,955374253452026,12,DUP,-
97905-95537,955374253452026,13,DUP,-
97905-95537,955374253452026,13,ZAB,-
97905-95537,955374253452026,13,XOL,-
97905-95537,955374253452026,13,XOL,-
97905-95537,955374253452026,13,DUP,-
97905-95537,955374253452026,13,ZAB,-
97905-95537,955374253452026,13,ZAB,-
97905-95537,955374253452026,13,DUP,-
97905-95537,955374253452026,14,DUP,-
97905-95537,955374253452026,14,XOL,-
97905-95537,979055358104963,14,XOL,-
97905-95537,955374253452026,14,DUP,-
97905-95537,955374253452026,14,XOL,-
97905-95537,955374253452026,14,ZAB,-
97905-95537,955374253452026,14,DUP,-
97905-95537,955374253452026,14,XOL,-
97905-95537,979055358104963,14,DUP,-
97905-95537,955374253452026,14,DUP,-
97905-95537,979055358104963,14,DUP,-
97905-95537,979055358104963,14,XOL,-
97905-95537,979055358104963,14,DUP,-
97905-95537,979055358104963,14,DUP,-
97905-95537,979055358104963,14,ZAB,-
97905-95537,979055358104963,14,DUP,-
97905-95537,955374253452026,14,XOL,-
97905-95537,979055358104963,14,DUP,-
97905-95537,955374253452026,14,DUP,-
97905-95537,955374253452026,14,DUP,-
97905-95537,955374253452026,15,XOL,-
97905-95537,955374253452026,15,DUP,-
97905-95537,955374253452026,15,XOL,-
97905-95537,955374253452026,15,XOL,-
97905-95537,955374253452026,15,XOL,-
97905-95537,955374253452026,15,XOL,-
97905-95537,979055358104963,15,DUP,-
97905-95537,979055358104963,15,DUP,-
97905-95537,979055358104963,15,DUP,-
97905-95537,979055358104963,15,DUP,-
97905-95537,955374253452026,15,ZAB,-
97905-95537,955374253452026,15,XOL,-
97905-95537,955374253452026,15,XOL,-
97905-95537,955374253452026,15,XOL,-
92032-38384,920326173199755,1,ZAB,-
92032-38384,920326173199755,2,XOL,-
92032-38384,383846014384365,2,DUP,Otro-A-G-VP-HI
92032-38384,383846014384365,2,DUP,Xol
92032-38384,920326173199755,2,XOL,Dup
92032-38384,383846014384365,2,DUP,-
92032-38384,920326173199755,3,ZAB,-
92032-38384,920326173199755,3,DUP,-
92032-38384,383846014384365,3,DUP,-
92032-38384,383846014384365,3,DUP,-
92032-38384,383846014384365,3,DUP,-
92032-38384,383846014384365,3,DUP,Xol
92032-38384,383846014384365,3,DUP,Xol
92032-38384,383846014384365,3,DUP,Xol
92032-38384,383846014384365,3,DUP,Xol
92032-38384,920326173199755,3,XOL,-
92032-38384,920326173199755,3,DUP,Otro-R-B-VP-HI
92032-38384,383846014384365,3,DUP,Xol
92032-38384,383846014384365,3,DUP,Otro-R-G-VP-HI
92032-38384,920326173199755,3,XOL,Dup
92032-38384,920326173199755,4,ZAB,-
92032-38384,920326173199755,4,DUP,-
92032-38384,920326173199755,4,XOL,-
92032-38384,920326173199755,4,XOL,-
92032-38384,920326173199755,4,DUP,-
92032-38384,920326173199755,4,DUP,-
92032-38384,920326173199755,4,XOL,-
92032-38384,920326173199755,4,ZAB,-
92032-38384,920326173199755,4,XOL,Otro-R-B-VP-HI
92032-38384,383846014384365,4,DUP,-
92032-38384,383846014384365,4,XOL,-
92032-38384,383846014384365,4,DUP,-
92032-38384,383846014384365,4,ZAB,-
92032-38384,383846014384365,4,ZAB,-
92032-38384,920326173199755,4,XOL,Dup
92032-38384,920326173199755,4,DUP,Otro-A-B-VP-HI
92032-38384,920326173199755,4,ZAB,-
92032-38384,383846014384365,4,ZAB,-
92032-38384,383846014384365,4,ZAB,-
92032-38384,920326173199755,4,ZAB,-
92032-38384,383846014384365,5,ZAB,-
92032-38384,383846014384365,5,XOL,-
92032-38384,383846014384365,5,ZAB,-
92032-38384,383846014384365,5,ZAB,-
92032-38384,383846014384365,5,XOL,-
92032-38384,920326173199755,5,ZAB,-
92032-38384,920326173199755,5,XOL,-
92032-38384,920326173199755,5,DUP,-
92032-38384,920326173199755,5,ZAB,-
92032-38384,383846014384365,5,DUP,-
92032-38384,920326173199755,5,ZAB,-
92032-38384,920326173199755,5,ZAB,-
92032-38384,920326173199755,5,DUP,-
92032-38384,920326173199755,5,ZAB,-
92032-38384,383846014384365,5,DUP,-
92032-38384,920326173199755,5,XOL,-
92032-38384,383846014384365,5,DUP,-
92032-38384,920326173199755,5,XOL,-
92032-38384,920326173199755,5,XOL,-
92032-38384,920326173199755,5,XOL,-
92032-38384,920326173199755,5,XOL,-
92032-38384,920326173199755,5,XOL,-
92032-38384,383846014384365,6,DUP,-
92032-38384,383846014384365,6,ZAB,-
92032-38384,920326173199755,6,XOL,-
92032-38384,383846014384365,6,XOL,-
92032-38384,920326173199755,6,XOL,-
92032-38384,383846014384365,6,DUP,-
92032-38384,383846014384365,6,ZAB,-
92032-38384,383846014384365,6,XOL,-
92032-38384,920326173199755,6,DUP,-
92032-38384,920326173199755,6,ZAB,-
92032-38384,920326173199755,6,DUP,-
92032-38384,920326173199755,6,ZAB,-
92032-38384,920326173199755,6,XOL,-
92032-38384,383846014384365,6,ZAB,-
92032-38384,920326173199755,6,XOL,-
92032-38384,383846014384365,6,XOL,-
92032-38384,920326173199755,6,XOL,-
92032-38384,920326173199755,6,XOL,-
92032-38384,920326173199755,6,XOL,-
92032-38384,383846014384365,7,ZAB,-
92032-38384,383846014384365,7,XOL,-
92032-38384,383846014384365,7,XOL,-
92032-38384,383846014384365,7,ZAB,-
92032-38384,920326173199755,7,XOL,-
92032-38384,383846014384365,7,XOL,-
92032-38384,383846014384365,7,ZAB,-
92032-38384,383846014384365,7,ZAB,-
92032-38384,383846014384365,7,XOL,-
92032-38384,920326173199755,7,XOL,-
92032-38384,920326173199755,7,XOL,-
92032-38384,920326173199755,7,XOL,-
92032-38384,920326173199755,7,DUP,-
92032-38384,920326173199755,7,ZAB,-
92032-38384,920326173199755,7,DUP,-
92032-38384,920326173199755,7,XOL,-
92032-38384,920326173199755,7,XOL,-
92032-38384,920326173199755,8,XOL,-
92032-38384,920326173199755,8,ZAB,-
92032-38384,920326173199755,8,DUP,-
92032-38384,383846014384365,8,ZAB,-
92032-38384,920326173199755,8,XOL,-
92032-38384,383846014384365,8,XOL,-
92032-38384,383846014384365,8,ZAB,-
92032-38384,383846014384365,8,DUP,-
92032-38384,383846014384365,8,XOL,-
92032-38384,383846014384365,8,DUP,-
92032-38384,383846014384365,8,DUP,-
92032-38384,383846014384365,8,DUP,-
92032-38384,920326173199755,8,ZAB,-
92032-38384,920326173199755,8,XOL,-
92032-38384,920326173199755,8,XOL,-
92032-38384,920326173199755,8,XOL,-
92032-38384,383846014384365,9,ZAB,-
92032-38384,383846014384365,9,XOL,-
92032-38384,383846014384365,9,DUP,-
92032-38384,383846014384365,9,XOL,-
92032-38384,383846014384365,9,ZAB,-
92032-38384,383846014384365,9,ZAB,-
92032-38384,920326173199755,9,DUP,-
92032-38384,920326173199755,9,XOL,-
92032-38384,920326173199755,9,XOL,-
92032-38384,920326173199755,9,XOL,-
92032-38384,920326173199755,9,ZAB,-
92032-38384,920326173199755,9,DUP,-
92032-38384,920326173199755,9,ZAB,-
92032-38384,920326173199755,9,XOL,-
92032-38384,920326173199755,9,ZAB,-
92032-38384,920326173199755,9,XOL,-
92032-38384,920326173199755,9,DUP,-
92032-38384,920326173199755,9,DUP,-
92032-38384,920326173199755,9,DUP,-
92032-38384,920326173199755,9,ZAB,-
92032-38384,920326173199755,9,DUP,-
92032-38384,920326173199755,9,XOL,-
92032-38384,920326173199755,9,DUP,-
92032-38384,920326173199755,9,DUP,-
92032-38384,920326173199755,9,XOL,-
92032-38384,383846014384365,9,ZAB,-
92032-38384,920326173199755,9,ZAB,-
92032-38384,383846014384365,9,XOL,-
92032-38384,920326173199755,9,XOL,-
92032-38384,920326173199755,9,XOL,-
92032-38384,920326173199755,9,ZAB,-
92032-38384,920326173199755,9,ZAB,-
92032-38384,383846014384365,9,DUP,-
92032-38384,383846014384365,9,XOL,-
92032-38384,383846014384365,10,XOL,-
92032-38384,383846014384365,10,ZAB,-
92032-38384,383846014384365,10,XOL,-
92032-38384,383846014384365,10,ZAB,-
92032-38384,383846014384365,10,XOL,-
92032-38384,920326173199755,10,DUP,-
92032-38384,920326173199755,10,DUP,-
92032-38384,383846014384365,10,ZAB,-
92032-38384,920326173199755,10,XOL,-
