Dyad,Player,Stage,Round,Score
18067-91921,919215741319732,2,16,5
18067-91921,180672638373464,2,16,3
18067-91921,919215741319732,2,17,4
18067-91921,180672638373464,2,17,4
18067-91921,180672638373464,2,18,3
18067-91921,919215741319732,2,18,4
18067-91921,180672638373464,2,19,3
18067-91921,919215741319732,2,19,5
18067-91921,919215741319732,2,20,5
18067-91921,180672638373464,2,20,3
18067-91921,919215741319732,2,21,5
18067-91921,180672638373464,2,21,5
18067-91921,180672638373464,2,22,4
18067-91921,919215741319732,2,22,5
18067-91921,180672638373464,2,23,4
18067-91921,919215741319732,2,23,5
18067-91921,180672638373464,2,24,5
18067-91921,919215741319732,2,24,5
18067-91921,180672638373464,2,25,5
18067-91921,919215741319732,2,25,5
12379-51238,123795257479166,1,2,5
12379-51238,512381829158551,1,2,4
12379-51238,123795257479166,1,3,4
12379-51238,512381829158551,1,3,5
12379-51238,123795257479166,1,4,4
12379-51238,512381829158551,1,4,4
12379-51238,123795257479166,1,5,4
12379-51238,512381829158551,1,5,5
12379-51238,123795257479166,1,6,5
12379-51238,512381829158551,1,6,5
12379-51238,512381829158551,1,7,5
12379-51238,123795257479166,1,7,4
12379-51238,512381829158551,1,8,5
12379-51238,123795257479166,1,8,5
12379-51238,512381829158551,1,9,5
12379-51238,123795257479166,1,9,5
12379-51238,512381829158551,1,10,5
12379-51238,123795257479166,1,10,5
12379-51238,512381829158551,1,11,5
12379-51238,123795257479166,1,11,5
12379-51238,123795257479166,1,12,5
12379-51238,512381829158551,1,12,5
12379-51238,123795257479166,1,13,5
12379-51238,512381829158551,1,13,5
12379-51238,123795257479166,1,14,5
12379-51238,512381829158551,1,14,5
12379-51238,512381829158551,1,15,5
12379-51238,123795257479166,1,15,4
12379-51238,123795257479166,1,16,5
12379-51238,512381829158551,1,16,5
12379-51238,512381829158551,1,17,5
12379-51238,123795257479166,1,17,5
12379-51238,123795257479166,1,18,5
12379-51238,512381829158551,1,18,5
12379-51238,512381829158551,1,19,5
12379-51238,123795257479166,1,19,5
12379-51238,123795257479166,1,20,5
12379-51238,512381829158551,1,20,5
12379-51238,123795257479166,1,21,5
12379-51238,512381829158551,1,21,5
12379-51238,123795257479166,1,22,5
12379-51238,512381829158551,1,22,5
12379-51238,123795257479166,1,23,5
12379-51238,512381829158551,1,23,5
12379-51238,123795257479166,1,24,5
12379-51238,512381829158551,1,24,5
12379-51238,123795257479166,1,25,5
12379-51238,512381829158551,1,25,5
12379-51238,123795257479166,2,1,4
12379-51238,512381829158551,2,1,5
12379-51238,123795257479166,2,2,3
12379-51238,512381829158551,2,2,5
12379-51238,512381829158551,2,3,5
12379-51238,123795257479166,2,3,2
12379-51238,123795257479166,2,4,4
12379-51238,512381829158551,2,4,5
12379-51238,123795257479166,2,5,3
12379-51238,512381829158551,2,5,4
12379-51238,123795257479166,2,6,4
12379-51238,512381829158551,2,6,4
12379-51238,123795257479166,2,7,5
12379-51238,512381829158551,2,7,5
12379-51238,123795257479166,2,8,5
12379-51238,512381829158551,2,8,5
12379-51238,123795257479166,2,9,5
12379-51238,512381829158551,2,9,5
12379-51238,123795257479166,2,10,5
12379-51238,512381829158551,2,10,5
12379-51238,123795257479166,2,11,5
12379-51238,512381829158551,2,11,5
12379-51238,123795257479166,2,12,5
12379-51238,512381829158551,2,12,1
12379-51238,123795257479166,2,13,5
12379-51238,512381829158551,2,13,5
12379-51238,123795257479166,2,14,3
12379-51238,512381829158551,2,14,4
12379-51238,123795257479166,2,15,5
12379-51238,512381829158551,2,15,3
12379-51238,123795257479166,2,16,5
12379-51238,512381829158551,2,16,5
12379-51238,123795257479166,2,17,5
12379-51238,512381829158551,2,17,4
12379-51238,123795257479166,2,18,5
12379-51238,512381829158551,2,18,4
12379-51238,123795257479166,2,19,4
12379-51238,512381829158551,2,19,4
12379-51238,123795257479166,2,20,5
12379-51238,512381829158551,2,20,4
12379-51238,123795257479166,2,21,5
12379-51238,512381829158551,2,21,5
12379-51238,123795257479166,2,22,5
12379-51238,512381829158551,2,22,4
12379-51238,123795257479166,2,23,5
12379-51238,512381829158551,2,23,5
12379-51238,123795257479166,2,24,5
12379-51238,512381829158551,2,24,4
12379-51238,123795257479166,2,25,5
12379-51238,512381829158551,2,25,5
84379-84946,843798347728775,1,1,3
84379-84946,849465825727611,1,2,3
84379-84946,843798347728775,1,2,5
84379-84946,849465825727611,1,3,4
84379-84946,843798347728775,1,3,3
84379-84946,843798347728775,1,4,4
84379-84946,849465825727611,1,4,4
84379-84946,849465825727611,1,5,5
84379-84946,843798347728775,1,5,4
84379-84946,849465825727611,1,6,5
84379-84946,843798347728775,1,6,2
84379-84946,849465825727611,1,7,5
84379-84946,843798347728775,1,7,4
84379-84946,849465825727611,1,8,5
84379-84946,843798347728775,1,8,4
84379-84946,849465825727611,1,9,5
84379-84946,843798347728775,1,9,4
84379-84946,849465825727611,1,10,5
84379-84946,843798347728775,1,10,4
84379-84946,849465825727611,1,11,5
84379-84946,843798347728775,1,11,2
84379-84946,849465825727611,1,12,5
84379-84946,843798347728775,1,12,4
84379-84946,849465825727611,1,13,5
84379-84946,843798347728775,1,13,5
84379-84946,849465825727611,1,14,5
84379-84946,843798347728775,1,14,5
84379-84946,849465825727611,1,15,5
84379-84946,843798347728775,1,15,5
84379-84946,849465825727611,1,16,5
84379-84946,843798347728775,1,16,0
84379-84946,849465825727611,1,17,5
84379-84946,843798347728775,1,17,4
84379-84946,849465825727611,1,18,5
84379-84946,843798347728775,1,18,4
84379-84946,843798347728775,1,19,4
84379-84946,849465825727611,1,19,5
84379-84946,843798347728775,1,20,5
84379-84946,849465825727611,1,20,5
84379-84946,849465825727611,1,21,5
84379-84946,843798347728775,1,21,5
84379-84946,843798347728775,1,22,4
84379-84946,849465825727611,1,22,5
84379-84946,849465825727611,1,23,5
84379-84946,843798347728775,1,23,4
84379-84946,843798347728775,1,24,3
84379-84946,849465825727611,1,24,5
84379-84946,849465825727611,1,25,5
84379-84946,843798347728775,1,25,5
84379-84946,849465825727611,2,1,4
84379-84946,843798347728775,2,1,3
84379-84946,849465825727611,2,2,5
84379-84946,843798347728775,2,2,3
84379-84946,849465825727611,2,3,5
84379-84946,843798347728775,2,3,3
84379-84946,849465825727611,2,4,5
84379-84946,843798347728775,2,5,5
84379-84946,849465825727611,2,5,4
84379-84946,849465825727611,2,6,5
84379-84946,843798347728775,2,6,5
84379-84946,849465825727611,2,7,5
84379-84946,843798347728775,2,7,5
84379-84946,849465825727611,2,8,5
84379-84946,843798347728775,2,8,5
84379-84946,849465825727611,2,9,5
84379-84946,843798347728775,2,9,4
84379-84946,849465825727611,2,10,5
84379-84946,843798347728775,2,10,3
84379-84946,849465825727611,2,11,5
84379-84946,843798347728775,2,11,3
84379-84946,849465825727611,2,12,5
84379-84946,843798347728775,2,12,3
84379-84946,843798347728775,2,13,5
84379-84946,849465825727611,2,13,5
84379-84946,843798347728775,2,14,4
84379-84946,849465825727611,2,14,4
84379-84946,849465825727611,2,15,4
84379-84946,843798347728775,2,15,5
84379-84946,849465825727611,2,16,5
84379-84946,843798347728775,2,16,5
84379-84946,849465825727611,2,17,5
84379-84946,843798347728775,2,17,5
84379-84946,849465825727611,2,18,5
84379-84946,843798347728775,2,18,3
84379-84946,849465825727611,2,19,4
84379-84946,843798347728775,2,19,4
84379-84946,843798347728775,2,20,5
84379-84946,849465825727611,2,20,5
84379-84946,843798347728775,2,21,5
84379-84946,849465825727611,2,21,5
84379-84946,849465825727611,2,22,4
84379-84946,843798347728775,2,22,5
84379-84946,849465825727611,2,23,5
84379-84946,843798347728775,2,23,5
84379-84946,849465825727611,2,24,5
84379-84946,843798347728775,2,24,5
84379-84946,849465825727611,2,25,5
84379-84946,843798347728775,2,25,3
78126-35572,355721802475635,1,2,5
78126-35572,355721802475635,1,3,5
78126-35572,355721802475635,1,4,5
78126-35572,781261847597636,1,4,3
78126-35572,355721802475635,1,5,5
78126-35572,781261847597636,1,5,3
78126-35572,355721802475635,1,6,5
78126-35572,781261847597636,1,6,4
78126-35572,355721802475635,1,7,5
78126-35572,781261847597636,1,7,5
78126-35572,355721802475635,1,8,5
78126-35572,781261847597636,1,8,4
78126-35572,355721802475635,1,9,5
78126-35572,781261847597636,1,9,5
78126-35572,355721802475635,1,10,4
78126-35572,781261847597636,1,10,4
78126-35572,355721802475635,1,11,5
78126-35572,781261847597636,1,11,5
78126-35572,355721802475635,1,12,0
78126-35572,781261847597636,1,12,5
78126-35572,355721802475635,1,13,5
78126-35572,781261847597636,1,13,5
78126-35572,355721802475635,1,14,5
78126-35572,781261847597636,1,14,5
78126-35572,781261847597636,1,15,5
78126-35572,355721802475635,1,15,5
78126-35572,355721802475635,1,16,5
78126-35572,781261847597636,1,16,4
78126-35572,355721802475635,1,17,5
78126-35572,781261847597636,1,17,4
78126-35572,781261847597636,1,18,5
78126-35572,355721802475635,1,18,5
78126-35572,781261847597636,1,19,5
78126-35572,355721802475635,1,19,5
78126-35572,355721802475635,1,20,5
78126-35572,781261847597636,1,20,5
78126-35572,355721802475635,1,21,5
78126-35572,781261847597636,1,21,5
78126-35572,355721802475635,1,22,5
78126-35572,781261847597636,1,22,5
78126-35572,355721802475635,1,23,5
78126-35572,781261847597636,1,23,5
78126-35572,781261847597636,1,24,5
78126-35572,355721802475635,1,24,5
78126-35572,781261847597636,1,25,5
78126-35572,355721802475635,1,25,5
78126-35572,355721802475635,2,1,4
78126-35572,781261847597636,2,2,2
78126-35572,355721802475635,2,2,3
78126-35572,355721802475635,2,3,5
78126-35572,781261847597636,2,5,5
78126-35572,355721802475635,2,5,3
78126-35572,355721802475635,2,6,5
78126-35572,781261847597636,2,6,5
78126-35572,781261847597636,2,7,4
78126-35572,355721802475635,2,7,5
78126-35572,355721802475635,2,8,5
78126-35572,781261847597636,2,8,4
78126-35572,355721802475635,2,9,4
78126-35572,781261847597636,2,9,4
78126-35572,781261847597636,2,10,5
78126-35572,355721802475635,2,10,5
78126-35572,355721802475635,2,11,4
78126-35572,781261847597636,2,11,5
78126-35572,355721802475635,2,12,5
78126-35572,781261847597636,2,12,5
78126-35572,781261847597636,2,13,5
78126-35572,355721802475635,2,13,5
78126-35572,355721802475635,2,14,5
78126-35572,781261847597636,2,14,5
78126-35572,781261847597636,2,15,5
78126-35572,355721802475635,2,15,5
78126-35572,781261847597636,2,16,5
78126-35572,355721802475635,2,16,4
78126-35572,781261847597636,2,17,5
78126-35572,355721802475635,2,17,4
78126-35572,781261847597636,2,18,5
78126-35572,355721802475635,2,18,4
78126-35572,781261847597636,2,19,5
78126-35572,355721802475635,2,19,4
78126-35572,355721802475635,2,20,5
78126-35572,781261847597636,2,20,5
78126-35572,781261847597636,2,21,5
78126-35572,355721802475635,2,21,5
78126-35572,781261847597636,2,22,5
78126-35572,355721802475635,2,22,5
78126-35572,781261847597636,2,23,5
78126-35572,355721802475635,2,23,5
78126-35572,781261847597636,2,24,5
78126-35572,355721802475635,2,24,5
78126-35572,355721802475635,2,25,5
78126-35572,781261847597636,2,25,5
56364-66850,563641349706418,1,1,3
56364-66850,668507302070680,1,2,4
56364-66850,563641349706418,1,2,4
56364-66850,668507302070680,1,3,5
56364-66850,563641349706418,1,3,5
56364-66850,668507302070680,1,4,5
56364-66850,563641349706418,1,4,3
56364-66850,668507302070680,1,5,5
56364-66850,563641349706418,1,5,4
56364-66850,668507302070680,1,6,5
56364-66850,563641349706418,1,6,5
56364-66850,668507302070680,1,7,4
56364-66850,563641349706418,1,7,5
56364-66850,668507302070680,1,8,5
56364-66850,563641349706418,1,8,5
56364-66850,668507302070680,1,9,5
56364-66850,563641349706418,1,9,5
56364-66850,668507302070680,1,10,5
56364-66850,563641349706418,1,10,5
56364-66850,668507302070680,1,11,5
56364-66850,563641349706418,1,11,5
56364-66850,668507302070680,1,12,5
56364-66850,563641349706418,1,12,5
56364-66850,668507302070680,1,13,5
56364-66850,563641349706418,1,13,4
56364-66850,668507302070680,1,14,5
56364-66850,563641349706418,1,14,4
56364-66850,563641349706418,1,15,5
56364-66850,668507302070680,1,15,5
56364-66850,668507302070680,1,16,5
56364-66850,563641349706418,1,16,5
56364-66850,668507302070680,1,17,5
56364-66850,563641349706418,1,17,4
56364-66850,668507302070680,1,18,5
56364-66850,563641349706418,1,18,5
56364-66850,668507302070680,1,19,5
56364-66850,563641349706418,1,19,5
56364-66850,668507302070680,1,20,5
56364-66850,563641349706418,1,20,5
56364-66850,668507302070680,1,21,5
56364-66850,563641349706418,1,21,4
56364-66850,668507302070680,1,22,5
56364-66850,563641349706418,1,22,4
56364-66850,668507302070680,1,23,5
56364-66850,563641349706418,1,23,5
56364-66850,668507302070680,1,24,4
56364-66850,563641349706418,1,24,4
56364-66850,668507302070680,1,25,4
56364-66850,563641349706418,1,25,4
56364-66850,668507302070680,2,1,5
56364-66850,668507302070680,2,2,5
56364-66850,668507302070680,2,3,5
56364-66850,563641349706418,2,3,4
56364-66850,563641349706418,2,4,2
56364-66850,668507302070680,2,4,4
56364-66850,563641349706418,2,5,3
56364-66850,668507302070680,2,5,4
56364-66850,563641349706418,2,6,3
56364-66850,668507302070680,2,6,4
56364-66850,668507302070680,2,7,4
56364-66850,563641349706418,2,7,4
56364-66850,563641349706418,2,8,5
56364-66850,668507302070680,2,8,4
56364-66850,563641349706418,2,9,3
56364-66850,668507302070680,2,9,5
56364-66850,563641349706418,2,10,4
56364-66850,668507302070680,2,10,4
56364-66850,563641349706418,2,11,3
56364-66850,668507302070680,2,11,5
56364-66850,563641349706418,2,12,5
56364-66850,668507302070680,2,12,5
56364-66850,563641349706418,2,13,4
56364-66850,668507302070680,2,13,5
56364-66850,563641349706418,2,14,4
56364-66850,668507302070680,2,14,5
56364-66850,563641349706418,2,15,5
56364-66850,668507302070680,2,15,4
56364-66850,563641349706418,2,16,3
56364-66850,668507302070680,2,16,5
56364-66850,563641349706418,2,17,2
56364-66850,668507302070680,2,17,5
56364-66850,563641349706418,2,18,4
56364-66850,668507302070680,2,18,5
56364-66850,563641349706418,2,19,5
56364-66850,668507302070680,2,19,5
56364-66850,563641349706418,2,20,4
56364-66850,668507302070680,2,20,4
56364-66850,563641349706418,2,21,5
56364-66850,668507302070680,2,21,4
56364-66850,563641349706418,2,22,4
56364-66850,668507302070680,2,22,5
56364-66850,668507302070680,2,23,5
56364-66850,563641349706418,2,23,5
56364-66850,668507302070680,2,24,5
56364-66850,563641349706418,2,24,5
56364-66850,563641349706418,2,25,5
56364-66850,668507302070680,2,25,4
