Dyad,Player,Raza,Round,Kind,Pregunto,Novatada,Numerador
28141-21409,281417746344637,hound,2,A,1,1,1
28141-21409,281417746344637,hound,2,A,0,1,0
28141-21409,281417746344637,hound,2,A,0,1,0
28141-21409,21409433577947,terrier,3,A,0,0,0
28141-21409,21409433577947,terrier,3,B,1,1,1
28141-21409,21409433577947,terrier,3,A,0,0,0
28141-21409,21409433577947,terrier,3,D,0,1,0
28141-21409,21409433577947,terrier,3,D,0,1,0
28141-21409,281417746344637,hound,3,A,1,1,1
28141-21409,281417746344637,hound,3,B,0,0,0
28141-21409,281417746344637,hound,3,A,1,1,1
28141-21409,281417746344637,hound,3,D,0,0,0
28141-21409,281417746344637,hound,3,D,0,0,0
28141-21409,281417746344637,hound,4,A,1,1,1
28141-21409,281417746344637,hound,4,B,0,0,0
28141-21409,281417746344637,hound,4,C,0,1,0
28141-21409,281417746344637,hound,4,B,0,0,0
28141-21409,281417746344637,hound,4,B,0,0,0
28141-21409,21409433577947,terrier,4,A,0,0,0
28141-21409,21409433577947,terrier,4,B,0,1,0
28141-21409,21409433577947,terrier,4,C,0,0,0
28141-21409,21409433577947,terrier,4,B,1,1,1
28141-21409,21409433577947,terrier,4,B,0,1,0
28141-21409,21409433577947,terrier,5,A,0,0,0
28141-21409,21409433577947,terrier,5,D,1,1,1
28141-21409,21409433577947,terrier,5,D,0,1,0
28141-21409,21409433577947,terrier,5,C,0,0,0
28141-21409,21409433577947,terrier,5,D,0,1,0
28141-21409,281417746344637,hound,5,A,1,1,1
28141-21409,281417746344637,hound,5,D,0,0,0
28141-21409,281417746344637,hound,5,D,0,0,0
28141-21409,281417746344637,hound,5,C,1,1,1
28141-21409,281417746344637,hound,5,D,0,0,0
28141-21409,281417746344637,hound,6,B,0,0,0
28141-21409,281417746344637,hound,6,C,1,1,1
28141-21409,281417746344637,hound,6,B,0,0,0
28141-21409,281417746344637,hound,6,B,0,0,0
28141-21409,281417746344637,hound,6,B,0,0,0
28141-21409,21409433577947,terrier,6,B,1,1,1
28141-21409,21409433577947,terrier,6,C,0,0,0
28141-21409,21409433577947,terrier,6,B,0,1,0
28141-21409,21409433577947,terrier,6,B,0,1,0
28141-21409,21409433577947,terrier,6,B,1,1,1
28141-21409,21409433577947,terrier,7,C,0,0,0
28141-21409,21409433577947,terrier,7,C,0,0,0
28141-21409,21409433577947,terrier,7,C,0,0,0
28141-21409,21409433577947,terrier,7,D,1,1,1
28141-21409,21409433577947,terrier,7,A,0,0,0
28141-21409,281417746344637,hound,7,C,1,1,1
28141-21409,281417746344637,hound,7,C,0,1,0
28141-21409,281417746344637,hound,7,C,0,1,0
28141-21409,281417746344637,hound,7,D,0,0,0
28141-21409,281417746344637,hound,7,A,1,1,1
28141-21409,21409433577947,terrier,8,B,0,1,0
28141-21409,21409433577947,terrier,8,C,0,0,0
28141-21409,21409433577947,terrier,8,D,1,1,1
28141-21409,21409433577947,terrier,8,C,1,0,0
28141-21409,21409433577947,terrier,8,B,1,1,1
28141-21409,281417746344637,hound,8,B,0,0,0
28141-21409,281417746344637,hound,8,C,1,1,1
28141-21409,281417746344637,hound,8,D,0,0,0
28141-21409,281417746344637,hound,8,C,0,1,0
28141-21409,281417746344637,hound,8,B,0,0,0
28141-21409,281417746344637,hound,9,C,0,1,0
28141-21409,281417746344637,hound,9,B,0,0,0
28141-21409,281417746344637,hound,9,C,0,1,0
28141-21409,281417746344637,hound,9,D,0,0,0
28141-21409,281417746344637,hound,9,C,0,1,0
28141-21409,21409433577947,terrier,9,C,0,0,0
28141-21409,21409433577947,terrier,9,B,1,1,1
28141-21409,21409433577947,terrier,9,C,0,0,0
28141-21409,21409433577947,terrier,9,D,0,1,0
28141-21409,21409433577947,terrier,9,C,0,0,0
28141-21409,281417746344637,hound,10,A,0,1,0
28141-21409,281417746344637,hound,10,C,0,1,0
28141-21409,281417746344637,hound,10,A,1,1,1
28141-21409,281417746344637,hound,10,A,0,1,0
28141-21409,281417746344637,hound,10,B,0,0,0
28141-21409,21409433577947,terrier,10,A,0,0,0
28141-21409,21409433577947,terrier,10,C,0,0,0
28141-21409,21409433577947,terrier,10,A,0,0,0
28141-21409,21409433577947,terrier,10,A,1,0,0
28141-21409,21409433577947,terrier,10,B,1,1,1
28141-21409,281417746344637,hound,11,A,1,1,1
28141-21409,281417746344637,hound,11,D,0,0,0
28141-21409,281417746344637,hound,11,C,0,1,0
28141-21409,281417746344637,hound,11,B,0,0,0
28141-21409,281417746344637,hound,11,A,1,1,1
28141-21409,21409433577947,terrier,11,A,0,0,0
28141-21409,21409433577947,terrier,11,D,1,1,1
28141-21409,21409433577947,terrier,11,C,0,0,0
28141-21409,21409433577947,terrier,11,B,1,1,1
28141-21409,21409433577947,terrier,11,A,0,0,0
28141-21409,281417746344637,hound,12,C,0,1,0
28141-21409,281417746344637,hound,12,C,0,1,0
28141-21409,281417746344637,hound,12,A,0,1,0
28141-21409,281417746344637,hound,12,D,0,0,0
28141-21409,281417746344637,hound,12,B,0,0,0
28141-21409,21409433577947,terrier,12,C,0,0,0
28141-21409,21409433577947,terrier,12,C,0,0,0
28141-21409,21409433577947,terrier,12,A,1,0,0
28141-21409,21409433577947,terrier,12,D,1,1,1
28141-21409,21409433577947,terrier,12,B,1,1,1
28141-21409,281417746344637,hound,13,C,0,1,0
28141-21409,281417746344637,hound,13,B,0,0,0
28141-21409,281417746344637,hound,13,C,1,1,1
28141-21409,281417746344637,hound,13,B,0,0,0
28141-21409,281417746344637,hound,13,D,0,0,0
28141-21409,21409433577947,terrier,13,C,0,0,0
28141-21409,21409433577947,terrier,13,B,0,1,0
28141-21409,21409433577947,terrier,13,C,0,0,0
28141-21409,21409433577947,terrier,13,B,1,1,1
28141-21409,21409433577947,terrier,13,D,1,1,1
28141-21409,281417746344637,hound,14,B,0,0,0
28141-21409,281417746344637,hound,14,B,0,0,0
28141-21409,281417746344637,hound,14,D,0,0,0
28141-21409,281417746344637,hound,14,B,0,0,0
28141-21409,281417746344637,hound,14,A,0,1,0
28141-21409,21409433577947,terrier,14,B,1,1,1
28141-21409,21409433577947,terrier,14,B,1,1,1
28141-21409,21409433577947,terrier,14,D,0,1,0
28141-21409,21409433577947,terrier,14,B,0,1,0
28141-21409,21409433577947,terrier,14,A,0,0,0
28141-21409,281417746344637,hound,15,C,0,1,0
28141-21409,281417746344637,hound,15,A,0,1,0
28141-21409,281417746344637,hound,15,C,0,1,0
28141-21409,281417746344637,hound,15,D,0,0,0
28141-21409,281417746344637,hound,15,D,0,0,0
28141-21409,21409433577947,terrier,15,C,0,0,0
28141-21409,21409433577947,terrier,15,A,0,0,0
28141-21409,21409433577947,terrier,15,C,0,0,0
28141-21409,21409433577947,terrier,15,D,1,1,1
28141-21409,21409433577947,terrier,15,D,0,1,0
28141-21409,281417746344637,hound,16,B,0,0,0
28141-21409,281417746344637,hound,16,C,1,1,1
28141-21409,281417746344637,hound,16,D,0,0,0
28141-21409,281417746344637,hound,16,C,1,1,1
28141-21409,281417746344637,hound,16,B,0,0,0
28141-21409,21409433577947,terrier,16,B,1,1,1
28141-21409,21409433577947,terrier,16,C,0,0,0
28141-21409,21409433577947,terrier,16,D,1,1,1
28141-21409,21409433577947,terrier,16,C,0,0,0
28141-21409,21409433577947,terrier,16,B,1,1,1
28141-21409,21409433577947,terrier,17,B,1,1,1
28141-21409,21409433577947,terrier,17,C,0,0,0
28141-21409,21409433577947,terrier,17,A,0,0,0
28141-21409,21409433577947,terrier,17,C,0,0,0
28141-21409,21409433577947,terrier,17,D,1,1,1
28141-21409,281417746344637,hound,17,B,0,0,0
28141-21409,281417746344637,hound,17,C,0,1,0
28141-21409,281417746344637,hound,17,A,1,1,1
28141-21409,281417746344637,hound,17,C,0,1,0
28141-21409,281417746344637,hound,17,D,0,0,0
28141-21409,281417746344637,hound,18,B,0,0,0
28141-21409,281417746344637,hound,18,B,0,0,0
28141-21409,281417746344637,hound,18,A,0,1,0
28141-21409,281417746344637,hound,18,D,0,0,0
28141-21409,281417746344637,hound,18,A,1,1,1
28141-21409,21409433577947,terrier,18,B,0,1,0
28141-21409,21409433577947,terrier,18,B,1,1,1
28141-21409,21409433577947,terrier,18,A,0,0,0
28141-21409,21409433577947,terrier,18,D,1,1,1
28141-21409,21409433577947,terrier,18,A,0,0,0
28141-21409,21409433577947,terrier,19,B,0,1,0
28141-21409,21409433577947,terrier,19,A,0,0,0
28141-21409,21409433577947,terrier,19,B,0,1,0
28141-21409,21409433577947,terrier,19,B,1,1,1
28141-21409,21409433577947,terrier,19,A,0,0,0
28141-21409,281417746344637,hound,19,B,0,0,0
28141-21409,281417746344637,hound,19,A,0,1,0
28141-21409,281417746344637,hound,19,B,0,0,0
28141-21409,281417746344637,hound,19,B,0,0,0
28141-21409,281417746344637,hound,19,A,1,1,1
28141-21409,281417746344637,hound,20,C,0,1,0
28141-21409,281417746344637,hound,20,A,1,1,1
28141-21409,281417746344637,hound,20,B,0,0,0
28141-21409,281417746344637,hound,20,A,1,1,1
28141-21409,281417746344637,hound,20,B,0,0,0
28141-21409,21409433577947,terrier,20,C,0,0,0
28141-21409,21409433577947,terrier,20,A,0,0,0
28141-21409,21409433577947,terrier,20,B,0,1,0
28141-21409,21409433577947,terrier,20,A,0,0,0
28141-21409,21409433577947,terrier,20,B,1,1,1
28141-21409,21409433577947,terrier,21,D,1,1,1
28141-21409,21409433577947,terrier,21,A,0,0,0
28141-21409,21409433577947,terrier,21,C,0,0,0
28141-21409,21409433577947,terrier,21,A,0,0,0
28141-21409,21409433577947,terrier,21,A,0,0,0
28141-21409,281417746344637,hound,21,D,0,0,0
28141-21409,281417746344637,hound,21,A,1,1,1
28141-21409,281417746344637,hound,21,C,0,1,0
28141-21409,281417746344637,hound,21,A,0,1,0
28141-21409,281417746344637,hound,21,A,0,1,0
28141-21409,281417746344637,hound,22,B,0,0,0
28141-21409,281417746344637,hound,22,A,1,1,1
28141-21409,281417746344637,hound,22,D,0,0,0
28141-21409,281417746344637,hound,22,A,0,1,0
28141-21409,281417746344637,hound,22,B,0,0,0
28141-21409,21409433577947,terrier,22,B,0,1,0
28141-21409,21409433577947,terrier,22,A,0,0,0
28141-21409,21409433577947,terrier,22,D,1,1,1
28141-21409,21409433577947,terrier,22,A,0,0,0
28141-21409,21409433577947,terrier,22,B,0,1,0
28141-21409,281417746344637,hound,23,C,0,1,0
28141-21409,281417746344637,hound,23,A,0,1,0
28141-21409,281417746344637,hound,23,A,0,1,0
28141-21409,281417746344637,hound,23,D,0,0,0
28141-21409,281417746344637,hound,23,B,0,0,0
28141-21409,21409433577947,terrier,23,C,0,0,0
28141-21409,21409433577947,terrier,23,A,0,0,0
28141-21409,21409433577947,terrier,23,A,0,0,0
28141-21409,21409433577947,terrier,23,D,1,1,1
28141-21409,21409433577947,terrier,23,B,1,1,1
28141-21409,21409433577947,terrier,24,B,1,1,1
28141-21409,21409433577947,terrier,24,A,0,0,0
28141-21409,21409433577947,terrier,24,C,0,0,0
28141-21409,21409433577947,terrier,24,A,0,0,0
28141-21409,21409433577947,terrier,24,C,0,0,0
28141-21409,281417746344637,hound,24,B,0,0,0
28141-21409,281417746344637,hound,24,A,1,1,1
28141-21409,281417746344637,hound,24,C,0,1,0
28141-21409,281417746344637,hound,24,A,0,1,0
28141-21409,281417746344637,hound,24,C,1,1,1
28141-21409,281417746344637,hound,25,C,0,1,0
28141-21409,281417746344637,hound,25,B,0,0,0
28141-21409,281417746344637,hound,25,C,1,1,1
28141-21409,281417746344637,hound,25,B,0,0,0
28141-21409,281417746344637,hound,25,D,0,0,0
28141-21409,21409433577947,terrier,25,C,0,0,0
28141-21409,21409433577947,terrier,25,B,1,1,1
28141-21409,21409433577947,terrier,25,C,0,0,0
28141-21409,21409433577947,terrier,25,B,1,1,1
28141-21409,21409433577947,terrier,25,D,1,1,1
94386-40237,402371639059063,terrier,1,B,1,1,1
94386-40237,402371639059063,terrier,1,D,1,1,1
94386-40237,402371639059063,terrier,1,A,0,0,0
94386-40237,402371639059063,terrier,1,B,1,1,1
94386-40237,402371639059063,terrier,1,C,0,0,0
94386-40237,943864992920336,hound,1,B,0,0,0
94386-40237,943864992920336,hound,1,D,0,0,0
94386-40237,943864992920336,hound,1,A,1,1,1
94386-40237,943864992920336,hound,1,B,0,0,0
94386-40237,943864992920336,hound,1,C,1,1,1
94386-40237,943864992920336,hound,2,B,0,0,0
94386-40237,943864992920336,hound,2,A,1,1,1
94386-40237,943864992920336,hound,2,B,0,0,0
94386-40237,943864992920336,hound,2,D,0,0,0
94386-40237,943864992920336,hound,2,A,1,1,1
94386-40237,402371639059063,terrier,2,B,1,1,1
94386-40237,402371639059063,terrier,2,A,0,0,0
94386-40237,402371639059063,terrier,2,B,1,1,1
94386-40237,402371639059063,terrier,2,D,1,1,1
94386-40237,402371639059063,terrier,2,A,0,0,0
94386-40237,402371639059063,terrier,3,C,0,0,0
94386-40237,402371639059063,terrier,3,C,0,0,0
94386-40237,402371639059063,terrier,3,C,0,0,0
94386-40237,402371639059063,terrier,3,A,1,0,0
94386-40237,402371639059063,terrier,3,A,0,0,0
94386-40237,402371639059063,terrier,4,A,0,0,0
94386-40237,402371639059063,terrier,4,A,0,0,0
94386-40237,402371639059063,terrier,4,D,1,1,1
94386-40237,402371639059063,terrier,4,B,1,1,1
94386-40237,402371639059063,terrier,4,C,0,0,0
94386-40237,943864992920336,hound,4,A,1,1,1
94386-40237,943864992920336,hound,4,A,0,1,0
94386-40237,943864992920336,hound,4,D,0,0,0
94386-40237,943864992920336,hound,4,B,0,0,0
94386-40237,943864992920336,hound,4,C,0,1,0
94386-40237,402371639059063,terrier,5,A,0,0,0
94386-40237,402371639059063,terrier,5,B,1,1,1
94386-40237,402371639059063,terrier,5,A,0,0,0
94386-40237,402371639059063,terrier,5,C,0,0,0
94386-40237,402371639059063,terrier,5,A,0,0,0
94386-40237,943864992920336,hound,5,A,1,1,1
94386-40237,943864992920336,hound,5,B,0,0,0
94386-40237,943864992920336,hound,5,A,1,1,1
94386-40237,943864992920336,hound,5,C,1,1,1
94386-40237,943864992920336,hound,5,A,1,1,1
94386-40237,402371639059063,terrier,6,B,1,1,1
94386-40237,402371639059063,terrier,6,B,1,1,1
94386-40237,402371639059063,terrier,6,C,0,0,0
94386-40237,402371639059063,terrier,6,C,0,0,0
94386-40237,402371639059063,terrier,6,B,1,1,1
94386-40237,943864992920336,hound,6,B,0,0,0
94386-40237,943864992920336,hound,6,B,0,0,0
94386-40237,943864992920336,hound,6,C,1,1,1
94386-40237,943864992920336,hound,6,C,1,1,1
94386-40237,943864992920336,hound,6,B,0,0,0
94386-40237,943864992920336,hound,7,C,1,1,1
94386-40237,943864992920336,hound,7,C,1,1,1
94386-40237,943864992920336,hound,7,C,1,1,1
94386-40237,943864992920336,hound,7,C,1,1,1
94386-40237,943864992920336,hound,7,C,1,1,1
94386-40237,402371639059063,terrier,7,C,1,0,0
94386-40237,402371639059063,terrier,7,C,0,0,0
94386-40237,402371639059063,terrier,7,C,0,0,0
94386-40237,402371639059063,terrier,7,C,0,0,0
94386-40237,402371639059063,terrier,7,C,0,0,0
94386-40237,402371639059063,terrier,8,B,1,1,1
94386-40237,402371639059063,terrier,8,B,1,1,1
94386-40237,402371639059063,terrier,8,D,1,1,1
94386-40237,402371639059063,terrier,8,B,1,1,1
94386-40237,402371639059063,terrier,8,C,0,0,0
94386-40237,943864992920336,hound,8,B,0,0,0
94386-40237,943864992920336,hound,8,B,0,0,0
94386-40237,943864992920336,hound,8,D,0,0,0
94386-40237,943864992920336,hound,8,B,0,0,0
94386-40237,943864992920336,hound,8,C,1,1,1
94386-40237,943864992920336,hound,9,A,1,1,1
94386-40237,943864992920336,hound,9,A,1,1,1
94386-40237,943864992920336,hound,9,C,1,1,1
94386-40237,943864992920336,hound,9,D,0,0,0
94386-40237,943864992920336,hound,9,A,1,1,1
94386-40237,402371639059063,terrier,9,A,0,0,0
94386-40237,402371639059063,terrier,9,A,0,0,0
94386-40237,402371639059063,terrier,9,C,0,0,0
94386-40237,402371639059063,terrier,9,D,1,1,1
94386-40237,402371639059063,terrier,9,A,0,0,0
94386-40237,943864992920336,hound,10,C,1,1,1
94386-40237,943864992920336,hound,10,B,0,0,0
94386-40237,943864992920336,hound,10,B,0,0,0
94386-40237,943864992920336,hound,10,C,1,1,1
94386-40237,943864992920336,hound,10,C,1,1,1
94386-40237,402371639059063,terrier,10,C,0,0,0
94386-40237,402371639059063,terrier,10,B,1,1,1
94386-40237,402371639059063,terrier,10,B,1,1,1
94386-40237,402371639059063,terrier,10,C,0,0,0
94386-40237,402371639059063,terrier,10,C,0,0,0
94386-40237,943864992920336,hound,11,D,0,0,0
94386-40237,943864992920336,hound,11,D,0,0,0
94386-40237,943864992920336,hound,11,D,0,0,0
94386-40237,943864992920336,hound,11,A,1,1,1
94386-40237,943864992920336,hound,11,C,1,1,1
94386-40237,402371639059063,terrier,11,D,1,1,1
94386-40237,402371639059063,terrier,11,D,1,1,1
94386-40237,402371639059063,terrier,11,D,0,1,0
94386-40237,402371639059063,terrier,11,A,0,0,0
94386-40237,402371639059063,terrier,11,C,0,0,0
94386-40237,943864992920336,hound,12,D,0,0,0
94386-40237,943864992920336,hound,12,D,0,0,0
94386-40237,943864992920336,hound,12,A,1,1,1
94386-40237,943864992920336,hound,12,A,1,1,1
94386-40237,943864992920336,hound,12,A,1,1,1
94386-40237,402371639059063,terrier,12,D,1,1,1
94386-40237,402371639059063,terrier,12,D,1,1,1
94386-40237,402371639059063,terrier,12,A,0,0,0
94386-40237,402371639059063,terrier,12,A,0,0,0
94386-40237,402371639059063,terrier,12,A,0,0,0
94386-40237,402371639059063,terrier,13,C,0,0,0
94386-40237,402371639059063,terrier,13,C,0,0,0
94386-40237,402371639059063,terrier,13,A,0,0,0
94386-40237,402371639059063,terrier,13,C,0,0,0
94386-40237,402371639059063,terrier,13,B,1,1,1
94386-40237,943864992920336,hound,13,C,1,1,1
94386-40237,943864992920336,hound,13,C,1,1,1
94386-40237,943864992920336,hound,13,A,1,1,1
94386-40237,943864992920336,hound,13,C,1,1,1
94386-40237,943864992920336,hound,13,B,0,0,0
94386-40237,943864992920336,hound,14,A,1,1,1
94386-40237,943864992920336,hound,14,C,1,1,1
94386-40237,943864992920336,hound,14,B,0,0,0
94386-40237,943864992920336,hound,14,D,0,0,0
94386-40237,943864992920336,hound,14,D,0,0,0
94386-40237,402371639059063,terrier,14,A,0,0,0
94386-40237,402371639059063,terrier,14,C,0,0,0
94386-40237,402371639059063,terrier,14,B,1,1,1
94386-40237,402371639059063,terrier,14,D,1,1,1
94386-40237,402371639059063,terrier,14,D,1,1,1
94386-40237,402371639059063,terrier,15,D,1,1,1
94386-40237,402371639059063,terrier,15,D,1,1,1
94386-40237,402371639059063,terrier,15,A,0,0,0
94386-40237,402371639059063,terrier,15,A,0,0,0
94386-40237,402371639059063,terrier,15,B,1,1,1
94386-40237,943864992920336,hound,15,D,0,0,0
94386-40237,943864992920336,hound,15,D,0,0,0
94386-40237,943864992920336,hound,15,A,1,1,1
94386-40237,943864992920336,hound,15,A,0,1,0
94386-40237,943864992920336,hound,15,B,0,0,0
94386-40237,402371639059063,terrier,16,D,1,1,1
94386-40237,402371639059063,terrier,16,B,1,1,1
94386-40237,402371639059063,terrier,16,C,0,0,0
94386-40237,402371639059063,terrier,16,A,0,0,0
94386-40237,402371639059063,terrier,16,A,0,0,0
94386-40237,943864992920336,hound,16,D,0,0,0
94386-40237,943864992920336,hound,16,B,0,0,0
94386-40237,943864992920336,hound,16,C,1,1,1
94386-40237,943864992920336,hound,16,A,1,1,1
94386-40237,943864992920336,hound,16,A,1,1,1
94386-40237,402371639059063,terrier,17,B,1,1,1
94386-40237,402371639059063,terrier,17,C,0,0,0
94386-40237,402371639059063,terrier,17,C,0,0,0
94386-40237,402371639059063,terrier,17,A,0,0,0
94386-40237,402371639059063,terrier,17,A,0,0,0
94386-40237,943864992920336,hound,17,B,0,0,0
94386-40237,943864992920336,hound,17,C,1,1,1
94386-40237,943864992920336,hound,17,C,1,1,1
94386-40237,943864992920336,hound,17,A,1,1,1
94386-40237,943864992920336,hound,17,A,1,1,1
94386-40237,402371639059063,terrier,18,C,0,0,0
94386-40237,402371639059063,terrier,18,A,0,0,0
94386-40237,402371639059063,terrier,18,A,0,0,0
94386-40237,402371639059063,terrier,18,A,0,0,0
94386-40237,402371639059063,terrier,18,B,1,1,1
94386-40237,943864992920336,hound,18,C,1,1,1
94386-40237,943864992920336,hound,18,A,1,1,1
94386-40237,943864992920336,hound,18,A,1,1,1
94386-40237,943864992920336,hound,18,A,1,1,1
94386-40237,943864992920336,hound,18,B,0,0,0
94386-40237,402371639059063,terrier,19,B,1,1,1
94386-40237,402371639059063,terrier,19,C,0,0,0
94386-40237,402371639059063,terrier,19,A,0,0,0
94386-40237,402371639059063,terrier,19,D,1,1,1
94386-40237,402371639059063,terrier,19,C,0,0,0
94386-40237,943864992920336,hound,19,B,0,0,0
94386-40237,943864992920336,hound,19,C,1,1,1
94386-40237,943864992920336,hound,19,A,1,1,1
94386-40237,943864992920336,hound,19,D,0,0,0
94386-40237,943864992920336,hound,19,C,1,1,1
94386-40237,402371639059063,terrier,20,C,0,0,0
94386-40237,402371639059063,terrier,20,D,1,1,1
94386-40237,402371639059063,terrier,20,B,1,1,1
94386-40237,402371639059063,terrier,20,C,1,0,0
94386-40237,402371639059063,terrier,20,C,0,0,0
94386-40237,943864992920336,hound,20,C,1,1,1
94386-40237,943864992920336,hound,20,D,0,0,0
94386-40237,943864992920336,hound,20,B,0,0,0
94386-40237,943864992920336,hound,20,C,1,1,1
94386-40237,943864992920336,hound,20,C,1,1,1
94386-40237,402371639059063,terrier,21,A,0,0,0
94386-40237,402371639059063,terrier,21,A,0,0,0
94386-40237,402371639059063,terrier,21,B,1,1,1
94386-40237,402371639059063,terrier,21,C,0,0,0
94386-40237,402371639059063,terrier,21,B,1,1,1
94386-40237,943864992920336,hound,21,A,1,1,1
94386-40237,943864992920336,hound,21,A,1,1,1
94386-40237,943864992920336,hound,21,B,0,0,0
94386-40237,943864992920336,hound,21,C,0,1,0
94386-40237,943864992920336,hound,21,B,0,0,0
94386-40237,943864992920336,hound,22,D,0,0,0
94386-40237,943864992920336,hound,22,C,1,1,1
94386-40237,943864992920336,hound,22,A,1,1,1
94386-40237,943864992920336,hound,22,A,1,1,1
94386-40237,943864992920336,hound,22,C,1,1,1
94386-40237,402371639059063,terrier,22,D,1,1,1
94386-40237,402371639059063,terrier,22,C,0,0,0
94386-40237,402371639059063,terrier,22,A,0,0,0
94386-40237,402371639059063,terrier,22,A,0,0,0
94386-40237,402371639059063,terrier,22,C,0,0,0
94386-40237,402371639059063,terrier,23,D,1,1,1
94386-40237,402371639059063,terrier,23,D,1,1,1
94386-40237,402371639059063,terrier,23,A,0,0,0
94386-40237,402371639059063,terrier,23,A,0,0,0
94386-40237,402371639059063,terrier,23,B,1,1,1
94386-40237,943864992920336,hound,23,D,0,0,0
94386-40237,943864992920336,hound,23,D,0,0,0
94386-40237,943864992920336,hound,23,A,1,1,1
94386-40237,943864992920336,hound,23,A,1,1,1
94386-40237,943864992920336,hound,23,B,0,0,0
94386-40237,402371639059063,terrier,24,C,0,0,0
94386-40237,402371639059063,terrier,24,D,1,1,1
94386-40237,402371639059063,terrier,24,A,0,0,0
94386-40237,402371639059063,terrier,24,B,1,1,1
94386-40237,402371639059063,terrier,24,C,0,0,0
94386-40237,943864992920336,hound,24,C,1,1,1
94386-40237,943864992920336,hound,24,D,0,0,0
94386-40237,943864992920336,hound,24,A,1,1,1
94386-40237,943864992920336,hound,24,B,0,0,0
94386-40237,943864992920336,hound,24,C,1,1,1
94386-40237,943864992920336,hound,25,B,0,0,0
94386-40237,943864992920336,hound,25,A,1,1,1
94386-40237,943864992920336,hound,25,C,1,1,1
94386-40237,943864992920336,hound,25,A,1,1,1
94386-40237,943864992920336,hound,25,A,1,1,1
94386-40237,402371639059063,terrier,25,B,1,1,1
94386-40237,402371639059063,terrier,25,A,0,0,0
94386-40237,402371639059063,terrier,25,C,0,0,0
94386-40237,402371639059063,terrier,25,A,0,0,0
94386-40237,402371639059063,terrier,25,A,0,0,0
23585-52205,522058605648886,hound,2,C,0,1,0
23585-52205,522058605648886,hound,2,A,0,1,0
23585-52205,522058605648886,hound,2,D,0,0,0
23585-52205,522058605648886,hound,2,B,0,0,0
23585-52205,522058605648886,hound,2,B,0,0,0
23585-52205,235859731771768,terrier,2,C,0,0,0
23585-52205,235859731771768,terrier,2,A,0,0,0
23585-52205,235859731771768,terrier,2,D,0,1,0
23585-52205,235859731771768,terrier,2,B,0,1,0
23585-52205,235859731771768,terrier,2,B,0,1,0
23585-52205,235859731771768,terrier,3,B,1,1,1
23585-52205,235859731771768,terrier,3,C,0,0,0
23585-52205,235859731771768,terrier,3,B,1,1,1
23585-52205,235859731771768,terrier,3,A,0,0,0
23585-52205,235859731771768,terrier,3,C,0,0,0
23585-52205,522058605648886,hound,3,B,0,0,0
23585-52205,522058605648886,hound,3,C,1,1,1
23585-52205,522058605648886,hound,3,B,0,0,0
23585-52205,522058605648886,hound,3,A,0,1,0
23585-52205,522058605648886,hound,3,C,0,1,0
23585-52205,235859731771768,terrier,4,B,1,1,1
23585-52205,235859731771768,terrier,4,D,1,1,1
23585-52205,235859731771768,terrier,4,A,0,0,0
23585-52205,235859731771768,terrier,4,A,0,0,0
23585-52205,235859731771768,terrier,4,A,0,0,0
23585-52205,522058605648886,hound,4,B,0,0,0
23585-52205,522058605648886,hound,4,D,0,0,0
23585-52205,522058605648886,hound,4,A,1,1,1
23585-52205,522058605648886,hound,4,A,1,1,1
23585-52205,522058605648886,hound,4,A,1,1,1
23585-52205,522058605648886,hound,5,B,0,0,0
23585-52205,522058605648886,hound,5,C,1,1,1
23585-52205,522058605648886,hound,5,B,0,0,0
23585-52205,522058605648886,hound,5,B,0,0,0
23585-52205,522058605648886,hound,5,A,1,1,1
23585-52205,235859731771768,terrier,5,B,1,1,1
23585-52205,235859731771768,terrier,5,C,0,0,0
23585-52205,235859731771768,terrier,5,B,1,1,1
23585-52205,235859731771768,terrier,5,B,1,1,1
23585-52205,235859731771768,terrier,5,A,0,0,0
23585-52205,522058605648886,hound,6,B,0,0,0
23585-52205,522058605648886,hound,6,A,1,1,1
23585-52205,522058605648886,hound,6,C,1,1,1
23585-52205,522058605648886,hound,6,B,0,0,0
23585-52205,522058605648886,hound,6,D,0,0,0
23585-52205,235859731771768,terrier,6,B,1,1,1
23585-52205,235859731771768,terrier,6,A,0,0,0
23585-52205,235859731771768,terrier,6,C,0,0,0
23585-52205,235859731771768,terrier,6,B,0,1,0
23585-52205,235859731771768,terrier,6,D,1,1,1
23585-52205,235859731771768,terrier,7,B,1,1,1
23585-52205,235859731771768,terrier,7,B,1,1,1
23585-52205,235859731771768,terrier,7,D,1,1,1
23585-52205,235859731771768,terrier,7,A,0,0,0
23585-52205,235859731771768,terrier,7,D,1,1,1
23585-52205,522058605648886,hound,7,B,0,0,0
23585-52205,522058605648886,hound,7,B,0,0,0
23585-52205,522058605648886,hound,7,D,0,0,0
23585-52205,522058605648886,hound,7,A,1,1,1
23585-52205,522058605648886,hound,7,D,0,0,0
23585-52205,235859731771768,terrier,8,B,0,1,0
23585-52205,235859731771768,terrier,8,B,0,1,0
23585-52205,235859731771768,terrier,8,A,0,0,0
23585-52205,235859731771768,terrier,8,B,0,1,0
23585-52205,235859731771768,terrier,8,A,0,0,0
23585-52205,522058605648886,hound,8,B,0,0,0
23585-52205,522058605648886,hound,8,B,0,0,0
23585-52205,522058605648886,hound,8,A,1,1,1
23585-52205,522058605648886,hound,8,B,0,0,0
