treatment,stage,dyad,player,expert_in,novice_in,round,object,position,kind,classif,accuracy,expert_dog,queried,answer_correct,answered,yes/no
paired,Training rounds,42404-27703,277030367725057,hound,terrier,16,D9.jpg,frame3,D,D,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,16,B7.jpg,frame4,B,B,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,16,D5.jpg,frame5,D,D,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,17,B8.jpg,frame1,B,B,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,17,B1.jpg,frame2,B,B,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,17,B10.jpg,frame3,B,B,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,17,B12.jpg,frame4,B,B,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,17,D2.jpg,frame5,D,D,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,17,C1.jpg,frame1,C,C,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,17,A4.jpg,frame2,A,A,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,17,C6.jpg,frame3,C,C,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,17,A6.jpg,frame4,A,A,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,17,C3.jpg,frame5,C,C,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,18,B6.jpg,frame1,B,B,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,18,D3.jpg,frame2,D,D,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,18,B8.jpg,frame3,B,B,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,18,D1.jpg,frame4,D,D,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,18,B7.jpg,frame5,B,B,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,18,A4.jpg,frame1,A,A,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,18,A10.jpg,frame2,A,A,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,18,C10.jpg,frame3,C,C,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,18,A3.jpg,frame4,A,A,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,18,C11.jpg,frame5,C,C,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,19,B5.jpg,frame1,B,B,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,19,D10.jpg,frame2,D,D,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,19,D6.jpg,frame3,D,D,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,19,D9.jpg,frame4,D,D,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,19,D7.jpg,frame5,D,D,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,19,A7.jpg,frame1,A,A,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,19,C4.jpg,frame2,C,C,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,19,C1.jpg,frame3,C,C,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,19,A9.jpg,frame4,A,A,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,19,C8.jpg,frame5,C,C,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,20,A9.jpg,frame1,A,A,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,20,C10.jpg,frame2,C,C,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,20,A2.jpg,frame3,A,A,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,20,C9.jpg,frame4,C,C,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,20,A12.jpg,frame5,A,A,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,20,B4.jpg,frame1,B,B,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,20,D10.jpg,frame2,D,D,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,20,B1.jpg,frame3,B,B,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,20,B3.jpg,frame4,B,B,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,20,D6.jpg,frame5,D,D,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,21,B6.jpg,frame1,B,B,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,21,D8.jpg,frame2,D,D,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,21,B2.jpg,frame3,B,B,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,21,B3.jpg,frame4,B,B,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,21,B11.jpg,frame5,B,B,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,21,C6.jpg,frame1,C,C,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,21,A12.jpg,frame2,A,A,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,21,A6.jpg,frame3,A,A,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,21,C7.jpg,frame4,C,C,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,21,C5.jpg,frame5,C,C,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,22,B12.jpg,frame1,B,B,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,22,B5.jpg,frame2,B,B,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,22,D10.jpg,frame3,D,D,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,22,D12.jpg,frame4,D,D,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,22,D9.jpg,frame5,D,D,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,22,C12.jpg,frame1,C,C,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,22,C8.jpg,frame2,C,C,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,22,C7.jpg,frame3,C,C,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,22,A5.jpg,frame4,A,A,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,22,A8.jpg,frame5,A,A,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,23,A11.jpg,frame1,A,A,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,23,C5.jpg,frame2,C,C,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,23,C6.jpg,frame3,C,C,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,23,A6.jpg,frame4,A,A,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,23,A10.jpg,frame5,A,A,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,23,D6.jpg,frame1,D,D,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,23,D11.jpg,frame2,D,D,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,23,B6.jpg,frame3,B,B,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,23,B12.jpg,frame4,B,B,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,23,D10.jpg,frame5,D,D,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,24,D8.jpg,frame1,D,D,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,24,D6.jpg,frame2,D,D,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,24,B6.jpg,frame3,B,B,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,24,B5.jpg,frame4,B,B,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,24,B8.jpg,frame5,B,B,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,24,C1.jpg,frame1,C,C,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,24,C11.jpg,frame2,C,C,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,24,C9.jpg,frame3,C,C,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,24,C7.jpg,frame4,C,C,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,24,C2.jpg,frame5,C,C,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,25,A4.jpg,frame1,A,A,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,25,C9.jpg,frame2,C,C,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,25,A9.jpg,frame3,A,A,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,25,C1.jpg,frame4,C,C,1,True,,,,
paired,Training rounds,42404-27703,42404690668940,terrier,hound,25,C7.jpg,frame5,C,C,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,25,D1.jpg,frame1,D,D,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,25,B3.jpg,frame2,B,B,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,25,D10.jpg,frame3,D,D,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,25,D4.jpg,frame4,D,D,1,True,,,,
paired,Training rounds,42404-27703,277030367725057,hound,terrier,25,D5.jpg,frame5,D,D,1,True,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,1,B11.jpg,frame1,B,B,1,True,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,1,D3.jpg,frame2,D,D,1,True,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,1,D1.jpg,frame3,D,D,1,True,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,1,B6.jpg,frame4,B,B,1,True,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,1,A11.jpg,frame5,A,A,1,False,2.0,1.0,1.0,0.5
paired,Game rounds,42404-27703,42404690668940,terrier,hound,1,B11.jpg,frame1,B,B,1,False,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,1,D3.jpg,frame2,D,D,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,42404690668940,terrier,hound,1,D1.jpg,frame3,D,B,0,False,1.0,1.0,1.0,0.0
paired,Game rounds,42404-27703,42404690668940,terrier,hound,1,B6.jpg,frame4,B,B,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,42404690668940,terrier,hound,1,A11.jpg,frame5,A,A,1,True,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,2,B6.jpg,frame1,B,B,1,True,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,2,D3.jpg,frame2,D,D,1,True,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,2,C5.jpg,frame3,C,C,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,2,C4.jpg,frame4,C,C,1,False,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,2,D8.jpg,frame5,D,D,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,2,B6.jpg,frame1,B,B,1,False,1.0,1.0,1.0,0.0
paired,Game rounds,42404-27703,42404690668940,terrier,hound,2,D3.jpg,frame2,D,B,0,False,1.0,1.0,1.0,0.0
paired,Game rounds,42404-27703,42404690668940,terrier,hound,2,C5.jpg,frame3,C,C,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,2,C4.jpg,frame4,C,C,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,2,D8.jpg,frame5,D,D,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,42404690668940,terrier,hound,3,C10.jpg,frame1,C,C,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,3,A3.jpg,frame2,A,A,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,3,C4.jpg,frame3,C,C,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,3,A7.jpg,frame4,A,A,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,3,B9.jpg,frame5,B,B,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,3,C10.jpg,frame1,C,C,1,False,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,3,A3.jpg,frame2,A,A,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,3,C4.jpg,frame3,C,C,1,False,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,3,A7.jpg,frame4,A,A,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,3,B9.jpg,frame5,B,B,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,4,D2.jpg,frame1,D,D,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,42404690668940,terrier,hound,4,C7.jpg,frame2,C,C,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,4,A2.jpg,frame3,A,A,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,4,C1.jpg,frame4,C,C,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,4,D3.jpg,frame5,D,D,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,4,D2.jpg,frame1,D,D,1,True,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,4,C7.jpg,frame2,C,C,1,False,1.0,1.0,1.0,0.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,4,A2.jpg,frame3,A,A,1,False,1.0,1.0,1.0,0.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,4,C1.jpg,frame4,C,C,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,4,D3.jpg,frame5,D,D,1,True,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,5,C6.jpg,frame1,C,C,1,False,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,5,C8.jpg,frame2,C,C,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,5,A2.jpg,frame3,A,C,0,False,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,5,C12.jpg,frame4,C,C,1,False,1.0,1.0,1.0,0.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,5,B2.jpg,frame5,B,B,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,5,C6.jpg,frame1,C,C,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,5,C8.jpg,frame2,C,C,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,5,A2.jpg,frame3,A,A,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,5,C12.jpg,frame4,C,C,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,5,B2.jpg,frame5,B,B,1,False,1.0,1.0,1.0,0.0
paired,Game rounds,42404-27703,42404690668940,terrier,hound,6,B8.jpg,frame1,B,D,0,False,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,6,A10.jpg,frame2,A,A,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,6,C3.jpg,frame3,C,C,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,6,B12.jpg,frame4,B,B,1,False,2.0,1.0,1.0,0.5
paired,Game rounds,42404-27703,42404690668940,terrier,hound,6,D4.jpg,frame5,D,B,0,False,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,6,B8.jpg,frame1,B,B,1,True,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,6,A10.jpg,frame2,A,A,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,6,C3.jpg,frame3,C,C,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,6,B12.jpg,frame4,B,B,1,True,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,6,D4.jpg,frame5,D,D,1,True,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,7,C4.jpg,frame1,C,C,1,False,1.0,1.0,1.0,0.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,7,D4.jpg,frame2,D,D,1,True,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,7,B12.jpg,frame3,B,B,1,True,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,7,D10.jpg,frame4,D,D,1,True,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,7,D3.jpg,frame5,D,D,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,7,C4.jpg,frame1,C,C,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,7,D4.jpg,frame2,D,D,1,False,1.0,1.0,1.0,0.0
paired,Game rounds,42404-27703,42404690668940,terrier,hound,7,B12.jpg,frame3,B,B,1,False,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,7,D10.jpg,frame4,D,D,1,False,1.0,1.0,1.0,0.0
paired,Game rounds,42404-27703,42404690668940,terrier,hound,7,D3.jpg,frame5,D,D,1,False,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,8,B6.jpg,frame1,B,B,1,True,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,8,D5.jpg,frame2,D,D,1,True,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,8,B3.jpg,frame3,B,B,1,True,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,8,A8.jpg,frame4,A,A,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,8,A4.jpg,frame5,A,C,0,False,1.0,0.0,1.0,1.0
paired,Game rounds,42404-27703,42404690668940,terrier,hound,8,B6.jpg,frame1,B,B,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,42404690668940,terrier,hound,8,D5.jpg,frame2,D,D,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,42404690668940,terrier,hound,8,B3.jpg,frame3,B,B,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,42404690668940,terrier,hound,8,A8.jpg,frame4,A,A,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,8,A4.jpg,frame5,A,C,0,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,9,A2.jpg,frame1,A,A,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,9,C6.jpg,frame2,C,C,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,9,B2.jpg,frame3,B,B,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,42404690668940,terrier,hound,9,C7.jpg,frame4,C,C,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,9,A8.jpg,frame5,A,A,1,True,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,9,A2.jpg,frame1,A,A,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,9,C6.jpg,frame2,C,C,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,9,B2.jpg,frame3,B,B,1,True,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,9,C7.jpg,frame4,C,C,1,False,1.0,1.0,1.0,0.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,9,A8.jpg,frame5,A,A,1,False,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,10,A4.jpg,frame1,A,A,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,10,D4.jpg,frame2,D,D,1,True,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,10,D3.jpg,frame3,D,D,1,True,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,10,C6.jpg,frame4,C,C,1,False,2.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,10,B8.jpg,frame5,B,B,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,10,A4.jpg,frame1,A,A,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,10,D4.jpg,frame2,D,D,1,False,1.0,,0.0,0.0
paired,Game rounds,42404-27703,42404690668940,terrier,hound,10,D3.jpg,frame3,D,D,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,42404690668940,terrier,hound,10,C6.jpg,frame4,C,C,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,10,B8.jpg,frame5,B,D,0,False,1.0,0.0,1.0,1.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,11,D1.jpg,frame1,D,D,1,True,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,11,C2.jpg,frame2,C,C,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,11,A9.jpg,frame3,A,A,1,False,2.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,11,D7.jpg,frame4,D,D,1,True,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,11,D10.jpg,frame5,D,D,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,11,D1.jpg,frame1,D,D,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,42404690668940,terrier,hound,11,C2.jpg,frame2,C,C,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,11,A9.jpg,frame3,A,A,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,11,D7.jpg,frame4,D,D,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,42404690668940,terrier,hound,11,D10.jpg,frame5,D,D,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,12,A5.jpg,frame1,A,A,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,12,A2.jpg,frame2,A,A,1,False,1.0,1.0,1.0,0.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,12,B11.jpg,frame3,B,B,1,True,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,12,A4.jpg,frame4,A,C,0,False,1.0,0.0,1.0,0.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,12,D10.jpg,frame5,D,D,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,12,A5.jpg,frame1,A,A,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,12,A2.jpg,frame2,A,A,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,12,B11.jpg,frame3,B,B,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,42404690668940,terrier,hound,12,A4.jpg,frame4,A,A,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,12,D10.jpg,frame5,D,D,1,False,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,13,D1.jpg,frame1,D,D,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,42404690668940,terrier,hound,13,C4.jpg,frame2,C,C,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,13,C8.jpg,frame3,C,C,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,13,C3.jpg,frame4,C,C,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,13,D3.jpg,frame5,D,D,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,13,D1.jpg,frame1,D,D,1,True,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,13,C4.jpg,frame2,C,C,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,13,C8.jpg,frame3,C,C,1,False,1.0,1.0,1.0,0.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,13,C3.jpg,frame4,C,C,1,False,1.0,1.0,1.0,0.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,13,D3.jpg,frame5,D,D,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,14,C6.jpg,frame1,C,C,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,14,D6.jpg,frame2,D,D,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,42404690668940,terrier,hound,14,C3.jpg,frame3,C,C,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,14,A12.jpg,frame4,A,A,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,14,C2.jpg,frame5,C,C,1,True,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,14,C6.jpg,frame1,C,C,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,14,D6.jpg,frame2,D,D,1,True,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,14,C3.jpg,frame3,C,C,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,14,A12.jpg,frame4,A,A,1,False,1.0,1.0,1.0,0.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,14,C2.jpg,frame5,C,C,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,15,A6.jpg,frame1,A,A,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,15,A9.jpg,frame2,A,A,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,277030367725057,hound,terrier,15,D9.jpg,frame3,D,D,1,True,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,15,D7.jpg,frame4,D,D,1,True,,,,
paired,Game rounds,42404-27703,277030367725057,hound,terrier,15,C3.jpg,frame5,C,C,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,42404690668940,terrier,hound,15,A6.jpg,frame1,A,A,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,15,A9.jpg,frame2,A,A,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,15,D9.jpg,frame3,D,D,1,False,2.0,0.5,0.5,0.5
paired,Game rounds,42404-27703,42404690668940,terrier,hound,15,D7.jpg,frame4,D,D,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,42404690668940,terrier,hound,15,C3.jpg,frame5,C,C,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,16,A5.jpg,frame1,A,A,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,16,C11.jpg,frame2,C,C,1,True,,,,
paired,Game rounds,42404-27703,42404690668940,terrier,hound,16,D11.jpg,frame3,D,D,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,42404690668940,terrier,hound,16,D4.jpg,frame4,D,D,1,False,1.0,1.0,1.0,1.0
paired,Game rounds,42404-27703,42404690668940,terrier,hound,16,A10.jpg,frame5,A,A,1,True,,,,
